PosXRight,PosYRight,Absolute Time
-0.639210,-1.000000,3568988202.167696
-0.639210,-1.000000,3568988202.177697
-0.618580,-1.000000,3568988202.187699
-0.608295,-1.000000,3568988202.197697
-0.608295,-1.000000,3568988202.207697
-0.577349,-1.000000,3568988202.217698
-0.536119,-1.000000,3568988202.227700
-0.525803,-1.000000,3568988202.237700
-0.515488,-1.000000,3568988202.247700
-0.505173,-1.000000,3568988202.257698
-0.484573,-1.000000,3568988202.267700
-0.474258,-1.000000,3568988202.277700
-0.474258,-1.000000,3568988202.287701
-0.474258,-1.000000,3568988202.297701
-0.463942,-1.000000,3568988202.307702
-0.443342,-1.000000,3568988202.317701
-0.433027,-1.000000,3568988202.327703
-0.422712,-1.000000,3568988202.337703
-0.422712,-1.000000,3568988202.347703
-0.412397,-1.000000,3568988202.357705
-0.402081,-1.000000,3568988202.367705
-0.391766,-1.000000,3568988202.377704
-0.381481,-1.000000,3568988202.387704
-0.371166,-1.000000,3568988202.397704
-0.371166,-1.000000,3568988202.407706
-0.350536,-1.000000,3568988202.417705
-0.319620,-1.000000,3568988202.427708
-0.298990,-1.000000,3568988202.437705
-0.288675,-1.000000,3568988202.447706
-0.298990,-1.000000,3568988202.457705
-0.288675,-1.000000,3568988202.467707
-0.288675,-1.000000,3568988202.477708
-0.288675,-1.000000,3568988202.487709
-0.288675,-1.000000,3568988202.497707
-0.288675,-1.000000,3568988202.507708
-0.288675,-1.000000,3568988202.517708
-0.278359,-1.000000,3568988202.527709
-0.268075,-1.000000,3568988202.537709
-0.257759,-1.000000,3568988202.547710
-0.237129,-1.000000,3568988202.557708
-0.216529,-1.000000,3568988202.567710
-0.216529,-1.000000,3568988202.577710
-0.206214,-1.000000,3568988202.587710
-0.206214,-1.000000,3568988202.597712
-0.206214,-1.000000,3568988202.607714
-0.206214,-1.000000,3568988202.617712
-0.206214,-1.000000,3568988202.627713
-0.185583,-1.000000,3568988202.637712
-0.185583,-1.000000,3568988202.647712
-0.144353,-1.000000,3568988202.657714
-0.144353,-1.000000,3568988202.667715
-0.113407,-1.000000,3568988202.677713
-0.113407,-1.000000,3568988202.687714
-0.103122,-1.000000,3568988202.697715
-0.092807,-1.000000,3568988202.707714
-0.061861,-1.000000,3568988202.717715
-0.020631,-1.000000,3568988202.727716
-0.010315,-1.000000,3568988202.737715
0.000000,-1.000000,3568988202.747717
0.000000,-1.000000,3568988202.757715
0.000000,-1.000000,3568988202.767716
0.000000,-1.000000,3568988202.777717
0.000000,-1.000000,3568988202.787718
0.000000,-1.000000,3568988202.797719
0.000000,-1.000000,3568988202.807717
0.000000,-1.000000,3568988202.817719
0.041231,-1.000000,3568988202.827719
0.072146,-1.000000,3568988202.837719
0.072146,-1.000000,3568988202.847722
0.113376,-1.000000,3568988202.857719
0.134007,-1.000000,3568988202.867720
0.144322,-1.000000,3568988202.877720
0.144322,-1.000000,3568988202.887721
0.144322,-1.000000,3568988202.897721
0.144322,-0.989746,3568988202.907720
0.154637,-0.989746,3568988202.917722
0.154637,-0.979431,3568988202.927722
0.144322,-0.979431,3568988202.937722
0.144322,-0.958800,3568988202.947722
0.144322,-0.938200,3568988202.957724
0.154637,-0.938200,3568988202.967724
0.154637,-0.917570,3568988202.977726
0.154637,-0.876339,3568988202.987724
0.144322,-0.876339,3568988202.997724
0.144322,-0.845393,3568988203.007724
0.154637,-0.845393,3568988203.017725
0.154637,-0.824793,3568988203.027727
0.144322,-0.824793,3568988203.037724
0.144322,-0.814478,3568988203.047726
0.144322,-0.793847,3568988203.057725
0.144322,-0.783532,3568988203.067727
0.144322,-0.762932,3568988203.077726
0.144322,-0.742302,3568988203.087728
0.144322,-0.721702,3568988203.097727
0.144322,-0.680441,3568988203.107727
0.144322,-0.659841,3568988203.117728
0.154637,-0.659841,3568988203.127728
0.154637,-0.628895,3568988203.137729
0.154637,-0.597980,3568988203.147731
0.154637,-0.546434,3568988203.157729
0.144322,-0.546434,3568988203.167729
0.144322,-0.525803,3568988203.177731
0.144322,-0.505173,3568988203.187731
0.144322,-0.463942,3568988203.197731
0.144322,-0.433027,3568988203.207733
0.144322,-0.412397,3568988203.217731
0.144322,-0.381481,3568988203.227732
0.144322,-0.381481,3568988203.237732
0.134007,-0.381481,3568988203.247733
0.134007,-0.360851,3568988203.257733
0.134007,-0.360851,3568988203.267734
0.134007,-0.319620,3568988203.277734
