psi_m,x_m,y_m,psi_d,x_d,y_d
9.703026,9.612367,5.078892,-3.136642,5.958749,2.999898
9.702792,9.608803,5.078520,-3.136342,5.956249,2.999885
9.702553,9.605235,5.078143,-3.136042,5.953749,2.999872
9.702309,9.601666,5.077760,-3.135742,5.951249,2.999857
9.702061,9.598093,5.077370,-3.135442,5.948749,2.999842
9.701809,9.594518,5.076975,-3.135142,5.946249,2.999827
9.701553,9.590941,5.076573,-3.134842,5.943749,2.999810
9.701292,9.587361,5.076166,-3.134542,5.941249,2.999793
9.701026,9.583779,5.075753,-3.134242,5.938749,2.999775
9.700756,9.580194,5.075333,-3.133942,5.936249,2.999756
9.700481,9.576607,5.074908,-3.133642,5.933749,2.999737
9.700202,9.573018,5.074476,-3.133342,5.931249,2.999716
9.699918,9.569426,5.074039,-3.133042,5.928749,2.999695
9.699630,9.565831,5.073595,-3.132742,5.926250,2.999674
9.699336,9.562234,5.073145,-3.132442,5.923750,2.999651
9.699039,9.558635,5.072690,-3.132142,5.921250,2.999628
9.698736,9.555033,5.072228,-3.131842,5.918750,2.999604
9.698428,9.551428,5.071760,-3.131542,5.916250,2.999579
9.698116,9.547822,5.071286,-3.131241,5.913750,2.999554
9.697799,9.544212,5.070806,-3.130941,5.911250,2.999527
9.697477,9.540601,5.070319,-3.130641,5.908750,2.999500
9.697150,9.536987,5.069827,-3.130341,5.906251,2.999473
9.696818,9.533370,5.069328,-3.130041,5.903751,2.999444
9.696481,9.529752,5.068823,-3.129741,5.901251,2.999415
9.696139,9.526130,5.068312,-3.129441,5.898751,2.999385
9.695791,9.522507,5.067795,-3.129141,5.896251,2.999354
9.695439,9.518881,5.067272,-3.128841,5.893751,2.999323
9.695082,9.515252,5.066742,-3.128541,5.891252,2.999290
9.694719,9.511621,5.066207,-3.128240,5.888752,2.999257
9.694351,9.507988,5.065664,-3.127940,5.886252,2.999224
9.693978,9.504353,5.065116,-3.127640,5.883752,2.999189
9.693600,9.500715,5.064562,-3.127340,5.881253,2.999154
9.693216,9.497075,5.064001,-3.127040,5.878753,2.999118
9.692827,9.493432,5.063434,-3.126740,5.876253,2.999081
9.692432,9.489787,5.062860,-3.126439,5.873753,2.999044
9.692032,9.486140,5.062281,-3.126139,5.871254,2.999005
9.691627,9.482490,5.061695,-3.125839,5.868754,2.998966
9.691215,9.478838,5.061102,-3.125539,5.866254,2.998927
9.690799,9.475184,5.060504,-3.125239,5.863755,2.998886
9.690376,9.471527,5.059899,-3.124938,5.861255,2.998845
9.689948,9.467868,5.059287,-3.124638,5.858755,2.998803
9.689515,9.464207,5.058670,-3.124338,5.856256,2.998760
9.689075,9.460543,5.058046,-3.124038,5.853756,2.998716
9.688630,9.456877,5.057415,-3.123737,5.851256,2.998672
9.688179,9.453209,5.056778,-3.123437,5.848757,2.998627
9.687722,9.449538,5.056135,-3.123137,5.846257,2.998581
9.687259,9.445866,5.055485,-3.122837,5.843758,2.998535
9.686790,9.442190,5.054829,-3.122536,5.841258,2.998488
9.686315,9.438513,5.054166,-3.122236,5.838759,2.998440
9.685834,9.434833,5.053497,-3.121936,5.836259,2.998391
9.685347,9.431151,5.052821,-3.121635,5.833760,2.998341
9.684853,9.427467,5.052139,-3.121335,5.831260,2.998291
9.684354,9.423781,5.051450,-3.121035,5.828761,2.998240
9.683848,9.420092,5.050755,-3.120734,5.826261,2.998188
9.683336,9.416401,5.050053,-3.120434,5.823762,2.998136
9.682818,9.412708,5.049345,-3.120134,5.821262,2.998083
9.682293,9.409013,5.048630,-3.119833,5.818763,2.998029
9.681762,9.405315,5.047909,-3.119533,5.816263,2.997974
9.681225,9.401615,5.047181,-3.119233,5.813764,2.997918
9.680681,9.397913,5.046446,-3.118932,5.811265,2.997862
9.680130,9.394209,5.045705,-3.118632,5.808765,2.997805
9.679572,9.390502,5.044957,-3.118331,5.806266,2.997747
9.679009,9.386794,5.044202,-3.118031,5.803767,2.997689
9.678438,9.383083,5.043441,-3.117730,5.801267,2.997629
9.677860,9.379370,5.042673,-3.117430,5.798768,2.997569
9.677276,9.375654,5.041899,-3.117129,5.796269,2.997509
9.676685,9.371937,5.041118,-3.116829,5.793770,2.997447
9.676087,9.368217,5.040330,-3.116529,5.791270,2.997385
9.675482,9.364495,5.039535,-3.116228,5.788771,2.997322
9.674870,9.360771,5.038733,-3.115927,5.786272,2.997258
9.674251,9.357045,5.037925,-3.115627,5.783773,2.997193
9.673624,9.353317,5.037110,-3.115326,5.781274,2.997128
9.672991,9.349587,5.036288,-3.115026,5.778775,2.997062
9.672350,9.345854,5.035460,-3.114725,5.776275,2.996995
9.671702,9.342119,5.034624,-3.114425,5.773776,2.996928
9.671047,9.338383,5.033782,-3.114124,5.771277,2.996860
9.670384,9.334644,5.032933,-3.113823,5.768778,2.996790
9.669714,9.330903,5.032077,-3.113523,5.766279,2.996721
9.669036,9.327160,5.031214,-3.113222,5.763780,2.996650
9.668351,9.323414,5.030345,-3.112922,5.761281,2.996579
9.667658,9.319667,5.029468,-3.112621,5.758782,2.996507
9.666958,9.315918,5.028585,-3.112320,5.756283,2.996434
9.666250,9.312166,5.027694,-3.112020,5.753784,2.996360
9.665534,9.308413,5.026797,-3.111719,5.751286,2.996286
9.664810,9.304657,5.025892,-3.111418,5.748787,2.996211
9.664078,9.300899,5.024981,-3.111117,5.746288,2.996135
9.663338,9.297140,5.024063,-3.110817,5.743789,2.996059
9.662591,9.293378,5.023137,-3.110516,5.741290,2.995981
9.661835,9.289614,5.022205,-3.110215,5.738791,2.995903
9.661071,9.285848,5.021265,-3.109914,5.736293,2.995825
9.660299,9.282081,5.020319,-3.109613,5.733794,2.995745
9.659518,9.278311,5.019365,-3.109313,5.731295,2.995665
9.658730,9.274539,5.018405,-3.109012,5.728797,2.995584
9.657933,9.270765,5.017437,-3.108711,5.726298,2.995502
9.657127,9.266989,5.016462,-3.108410,5.723799,2.995419
9.656313,9.263211,5.015480,-3.108109,5.721301,2.995336
9.655491,9.259431,5.014490,-3.107808,5.718802,2.995252
9.654659,9.255649,5.013494,-3.107507,5.716303,2.995167
9.653819,9.251866,5.012490,-3.107206,5.713805,2.995082
9.652971,9.248080,5.011480,-3.106905,5.711306,2.994995
9.652113,9.244292,5.010461,-3.106604,5.708808,2.994908
9.651247,9.240502,5.009436,-3.106303,5.706309,2.994820
9.650372,9.236711,5.008404,-3.106002,5.703811,2.994732
9.649487,9.232917,5.007364,-3.105701,5.701313,2.994642
9.648594,9.229122,5.006316,-3.105400,5.698814,2.994552
9.647692,9.225324,5.005262,-3.105099,5.696316,2.994461
9.646780,9.221525,5.004200,-3.104798,5.693818,2.994370
9.645859,9.217724,5.003131,-3.104497,5.691319,2.994278
9.644929,9.213921,5.002054,-3.104196,5.688821,2.994184
9.643989,9.210116,5.000970,-3.103895,5.686323,2.994091
9.643040,9.206309,4.999879,-3.103594,5.683825,2.993996
9.642081,9.202500,4.998780,-3.103293,5.681326,2.993901
9.641113,9.198689,4.997674,-3.102991,5.678828,2.993805
9.640134,9.194877,4.996560,-3.102690,5.676330,2.993708
9.639147,9.191063,4.995439,-3.102389,5.673832,2.993610
9.638149,9.187247,4.994310,-3.102088,5.671334,2.993512
9.637142,9.183429,4.993174,-3.101787,5.668836,2.993413
9.636124,9.179609,4.992030,-3.101485,5.666338,2.993313
9.635097,9.175787,4.990879,-3.101184,5.663840,2.993212
9.634059,9.171964,4.989720,-3.100883,5.661342,2.993111
9.633011,9.168139,4.988553,-3.100581,5.658844,2.993009
9.631953,9.164312,4.987379,-3.100280,5.656346,2.992906
9.630885,9.160483,4.986197,-3.099979,5.653848,2.992802
9.629806,9.156652,4.985008,-3.099677,5.651351,2.992698
9.628717,9.152820,4.983810,-3.099376,5.648853,2.992593
9.627617,9.148986,4.982605,-3.099074,5.646355,2.992487
9.626507,9.145150,4.981393,-3.098773,5.643857,2.992380
9.625386,9.141312,4.980172,-3.098471,5.641360,2.992273
9.624254,9.137473,4.978944,-3.098170,5.638862,2.992165
9.623111,9.133632,4.977708,-3.097868,5.636364,2.992056
9.621958,9.129789,4.976464,-3.097567,5.633867,2.991946
9.620793,9.125945,4.975213,-3.097265,5.631369,2.991836
9.619618,9.122099,4.973953,-3.096964,5.628872,2.991724
9.618431,9.118251,4.972686,-3.096662,5.626374,2.991612
9.617233,9.114402,4.971411,-3.096360,5.623877,2.991500
9.616024,9.110551,4.970127,-3.096059,5.621379,2.991386
9.614803,9.106698,4.968836,-3.095757,5.618882,2.991272
9.613571,9.102843,4.967537,-3.095455,5.616385,2.991157
9.612327,9.098987,4.966230,-3.095154,5.613887,2.991042
9.611072,9.095130,4.964915,-3.094852,5.611390,2.990925
9.609805,9.091270,4.963592,-3.094550,5.608893,2.990808
9.608526,9.087410,4.962260,-3.094248,5.606395,2.990690
9.607236,9.083547,4.960921,-3.093947,5.603898,2.990571
9.605933,9.079683,4.959574,-3.093645,5.601401,2.990452
9.604619,9.075817,4.958218,-3.093343,5.598904,2.990332
9.603292,9.071950,4.956854,-3.093041,5.596407,2.990211
9.601953,9.068082,4.955482,-3.092739,5.593910,2.990089
9.600602,9.064211,4.954102,-3.092437,5.591413,2.989967
9.599239,9.060340,4.952714,-3.092135,5.588916,2.989843
9.597863,9.056466,4.951317,-3.091833,5.586419,2.989719
9.596475,9.052591,4.949912,-3.091531,5.583922,2.989595
9.595074,9.048715,4.948499,-3.091229,5.581425,2.989469
9.593660,9.044837,4.947077,-3.090927,5.578928,2.989343
9.592234,9.040958,4.945648,-3.090625,5.576432,2.989216
9.590795,9.037077,4.944209,-3.090323,5.573935,2.989088
9.589343,9.033195,4.942763,-3.090021,5.571438,2.988960
9.587878,9.029311,4.941307,-3.089719,5.568942,2.988831
9.586399,9.025426,4.939844,-3.089417,5.566445,2.988701
9.584908,9.021540,4.938372,-3.089115,5.563948,2.988570
9.583403,9.017652,4.936891,-3.088812,5.561452,2.988438
9.581885,9.013763,4.935402,-3.088510,5.558955,2.988306
9.580354,9.009872,4.933904,-3.088208,5.556459,2.988173
9.578809,9.005980,4.932398,-3.087906,5.553962,2.988039
9.577250,9.002087,4.930883,-3.087603,5.551466,2.987905
9.575678,8.998192,4.929359,-3.087301,5.548970,2.987769
9.574092,8.994296,4.927827,-3.086999,5.546473,2.987633
9.572492,8.990398,4.926286,-3.086696,5.543977,2.987497
9.570878,8.986500,4.924736,-3.086394,5.541481,2.987359
9.569250,8.982600,4.923178,-3.086091,5.538985,2.987221
9.567608,8.978699,4.921611,-3.085789,5.536489,2.987082
9.565952,8.974796,4.920035,-3.085486,5.533993,2.986942
9.564282,8.970892,4.918450,-3.085184,5.531497,2.986801
9.562597,8.966987,4.916856,-3.084881,5.529001,2.986660
9.560897,8.963081,4.915253,-3.084579,5.526505,2.986518
9.559183,8.959173,4.913642,-3.084276,5.524009,2.986375
9.557455,8.955265,4.912021,-3.083973,5.521513,2.986231
9.555711,8.951355,4.910391,-3.083671,5.519017,2.986087
9.553953,8.947444,4.908753,-3.083368,5.516521,2.985942
9.552180,8.943532,4.907105,-3.083065,5.514025,2.985796
9.550392,8.939618,4.905448,-3.082762,5.511530,2.985649
9.548589,8.935704,4.903782,-3.082460,5.509034,2.985502
9.546770,8.931788,4.902107,-3.082157,5.506539,2.985354
9.544937,8.927871,4.900423,-3.081854,5.504043,2.985205
9.543087,8.923954,4.898730,-3.081551,5.501547,2.985055
9.541223,8.920035,4.897027,-3.081248,5.499052,2.984905
9.539343,8.916115,4.895315,-3.080945,5.496557,2.984754
9.537447,8.912194,4.893594,-3.080642,5.494061,2.984602
9.535536,8.908272,4.891864,-3.080339,5.491566,2.984449
9.533609,8.904349,4.890124,-3.080036,5.489071,2.984296
9.531666,8.900425,4.888374,-3.079733,5.486575,2.984142
9.529707,8.896500,4.886616,-3.079430,5.484080,2.983987
9.527732,8.892574,4.884848,-3.079127,5.481585,2.983831
9.525741,8.888647,4.883070,-3.078824,5.479090,2.983675
9.523733,8.884719,4.881283,-3.078521,5.476595,2.983518
9.521710,8.880790,4.879486,-3.078218,5.474100,2.983360
9.519670,8.876860,4.877679,-3.077914,5.471605,2.983201
9.517613,8.872929,4.875863,-3.077611,5.469110,2.983041
9.515540,8.868998,4.874038,-3.077308,5.466615,2.982881
9.513450,8.865066,4.872202,-3.077005,5.464120,2.982720
9.511343,8.861132,4.870357,-3.076701,5.461625,2.982558
9.509220,8.857198,4.868503,-3.076398,5.459131,2.982396
9.507080,8.853264,4.866638,-3.076094,5.456636,2.982233
9.504922,8.849328,4.864763,-3.075791,5.454141,2.982069
9.502748,8.845391,4.862879,-3.075487,5.451647,2.981904
9.500556,8.841454,4.860985,-3.075184,5.449152,2.981738
9.498348,8.837516,4.859081,-3.074880,5.446658,2.981572
9.496122,8.833578,4.857166,-3.074577,5.444164,2.981405
9.493878,8.829638,4.855242,-3.074273,5.441669,2.981237
9.491617,8.825698,4.853308,-3.073970,5.439175,2.981069
9.489339,8.821758,4.851364,-3.073666,5.436681,2.980899
9.487042,8.817816,4.849409,-3.073362,5.434186,2.980729
9.484728,8.813874,4.847444,-3.073058,5.431692,2.980559
9.482397,8.809932,4.845470,-3.072755,5.429198,2.980387
9.480047,8.805989,4.843485,-3.072451,5.426704,2.980215
9.477680,8.802045,4.841489,-3.072147,5.424210,2.980042
9.475294,8.798101,4.839484,-3.071843,5.421716,2.979868
9.472891,8.794156,4.837468,-3.071539,5.419222,2.979693
9.470469,8.790210,4.835441,-3.071235,5.416728,2.979518
9.468029,8.786264,4.833404,-3.070931,5.414235,2.979342
9.465571,8.782318,4.831357,-3.070627,5.411741,2.979165
9.463094,8.778371,4.829299,-3.070323,5.409247,2.978987
9.460599,8.774424,4.827231,-3.070019,5.406754,2.978809
9.458085,8.770476,4.825152,-3.069715,5.404260,2.978630
9.455553,8.766528,4.823062,-3.069411,5.401766,2.978450
9.453002,8.762580,4.820962,-3.069107,5.399273,2.978269
9.450432,8.758631,4.818851,-3.068802,5.396780,2.978087
9.447844,8.754681,4.816730,-3.068498,5.394286,2.977905
9.445237,8.750732,4.814597,-3.068194,5.391793,2.977722
9.442611,8.746782,4.812454,-3.067890,5.389300,2.977539
9.439966,8.742832,4.810300,-3.067585,5.386807,2.977354
9.437302,8.738882,4.808135,-3.067281,5.384313,2.977169
9.434619,8.734931,4.805959,-3.066976,5.381820,2.976983
9.431917,8.730980,4.803772,-3.066672,5.379327,2.976796
9.429195,8.727029,4.801574,-3.066367,5.376834,2.976609
9.426455,8.723078,4.799365,-3.066063,5.374341,2.976420
9.423695,8.719127,4.797144,-3.065758,5.371849,2.976231
9.420916,8.715175,4.794913,-3.065454,5.369356,2.976042
9.418117,8.711224,4.792670,-3.065149,5.366863,2.975851
9.415299,8.707272,4.790416,-3.064844,5.364370,2.975660
9.412462,8.703320,4.788151,-3.064539,5.361878,2.975468
9.409605,8.699368,4.785875,-3.064235,5.359385,2.975275
9.406729,8.695417,4.783587,-3.063930,5.356893,2.975081
9.403833,8.691465,4.781289,-3.063625,5.354400,2.974887
9.400918,8.687513,4.778979,-3.063320,5.351908,2.974692
9.397983,8.683561,4.776658,-3.063015,5.349416,2.974496
9.395029,8.679610,4.774326,-3.062710,5.346923,2.974299
9.392055,8.675658,4.771983,-3.062405,5.344431,2.974102
9.389062,8.671707,4.769630,-3.062100,5.341939,2.973904
9.386049,8.667755,4.767266,-3.061795,5.339447,2.973705
9.383017,8.663804,4.764891,-3.061490,5.336955,2.973505
9.379965,8.659854,4.762506,-3.061185,5.334463,2.973305
9.376894,8.655903,4.760110,-3.060880,5.331971,2.973104
9.373804,8.651953,4.757704,-3.060574,5.329479,2.972902
9.370694,8.648003,4.755287,-3.060269,5.326988,2.972699
9.367565,8.644053,4.752860,-3.059964,5.324496,2.972496
9.364416,8.640104,4.750424,-3.059659,5.322004,2.972291
9.361248,8.636155,4.747977,-3.059353,5.319513,2.972086
9.358061,8.632207,4.745519,-3.059048,5.317021,2.971881
9.354855,8.628259,4.743053,-3.058742,5.314530,2.971674
9.351630,8.624311,4.740576,-3.058437,5.312038,2.971467
9.348386,8.620364,4.738089,-3.058131,5.309547,2.971259
9.345123,8.616418,4.735593,-3.057826,5.307056,2.971050
9.341841,8.612472,4.733088,-3.057520,5.304564,2.970840
9.338540,8.608527,4.730573,-3.057214,5.302073,2.970630
9.335220,8.604583,4.728048,-3.056909,5.299582,2.970419
9.331882,8.600639,4.725515,-3.056603,5.297091,2.970207
9.328525,8.596696,4.722972,-3.056297,5.294600,2.969995
9.325150,8.592754,4.720420,-3.055991,5.292109,2.969781
9.321756,8.588813,4.717859,-3.055685,5.289619,2.969567
9.318345,8.584873,4.715289,-3.055379,5.287128,2.969352
9.314914,8.580934,4.712711,-3.055073,5.284637,2.969137
9.311466,8.576995,4.710124,-3.054767,5.282147,2.968920
9.308000,8.573058,4.707528,-3.054461,5.279656,2.968703
9.304516,8.569121,4.704924,-3.054155,5.277165,2.968485
9.301015,8.565186,4.702311,-3.053849,5.274675,2.968266
9.297496,8.561252,4.699691,-3.053543,5.272185,2.968047
9.293959,8.557319,4.697062,-3.053237,5.269694,2.967827
9.290405,8.553388,4.694425,-3.052930,5.267204,2.967606
9.286834,8.549457,4.691780,-3.052624,5.264714,2.967384
9.283246,8.545528,4.689127,-3.052318,5.262224,2.967161
9.279642,8.541601,4.686467,-3.052011,5.259734,2.966938
9.276020,8.537675,4.683799,-3.051705,5.257244,2.966714
9.272382,8.533750,4.681124,-3.051398,5.254754,2.966489
9.268728,8.529827,4.678441,-3.051092,5.252264,2.966264
9.265058,8.525905,4.675751,-3.050785,5.249775,2.966037
9.261371,8.521985,4.673054,-3.050479,5.247285,2.965810
9.257669,8.518067,4.670350,-3.050172,5.244795,2.965583
9.253951,8.514151,4.667639,-3.049865,5.242306,2.965354
9.250218,8.510236,4.664921,-3.049558,5.239816,2.965125
9.246470,8.506323,4.662197,-3.049252,5.237327,2.964894
9.242706,8.502412,4.659466,-3.048945,5.234838,2.964663
9.238928,8.498503,4.656728,-3.048638,5.232348,2.964432
9.235135,8.494596,4.653984,-3.048331,5.229859,2.964199
9.231328,8.490692,4.651234,-3.048024,5.227370,2.963966
9.227507,8.486789,4.648478,-3.047717,5.224881,2.963732
9.223672,8.482888,4.645716,-3.047410,5.222392,2.963497
9.219823,8.478990,4.642948,-3.047103,5.219903,2.963262
9.215961,8.475094,4.640174,-3.046796,5.217415,2.963026
9.212085,8.471200,4.637395,-3.046488,5.214926,2.962789
9.208197,8.467309,4.634610,-3.046181,5.212437,2.962551
9.204296,8.463420,4.631819,-3.045874,5.209949,2.962312
9.200382,8.459534,4.629024,-3.045566,5.207460,2.962073
9.196456,8.455651,4.626223,-3.045259,5.204972,2.961833
9.192518,8.451770,4.623417,-3.044951,5.202483,2.961592
9.188569,8.447892,4.620606,-3.044644,5.199995,2.961351
9.184608,8.444016,4.617791,-3.044336,5.197507,2.961108
9.180636,8.440144,4.614970,-3.044029,5.195019,2.960865
9.176654,8.436274,4.612145,-3.043721,5.192530,2.960621
9.172661,8.432407,4.609316,-3.043414,5.190042,2.960376
9.168657,8.428543,4.606482,-3.043106,5.187555,2.960131
9.164644,8.424683,4.603644,-3.042798,5.185067,2.959885
9.160620,8.420825,4.600802,-3.042490,5.182579,2.959638
9.156588,8.416971,4.597956,-3.042182,5.180091,2.959390
9.152546,8.413120,4.595105,-3.041874,5.177604,2.959142
9.148496,8.409272,4.592251,-3.041566,5.175116,2.958892
9.144437,8.405428,4.589394,-3.041258,5.172629,2.958642
9.140370,8.401587,4.586532,-3.040950,5.170141,2.958392
9.136295,8.397750,4.583668,-3.040642,5.167654,2.958140
9.132213,8.393916,4.580799,-3.040334,5.165167,2.957888
9.128124,8.390086,4.577928,-3.040026,5.162679,2.957635
9.124027,8.386260,4.575053,-3.039717,5.160192,2.957381
9.119925,8.382437,4.572176,-3.039409,5.157705,2.957126
9.115816,8.378618,4.569295,-3.039101,5.155218,2.956871
9.111701,8.374804,4.566411,-3.038792,5.152732,2.956614
9.107580,8.370993,4.563525,-3.038484,5.150245,2.956358
9.103455,8.367186,4.560636,-3.038175,5.147758,2.956100
9.099325,8.363383,4.557745,-3.037867,5.145272,2.955841
9.095190,8.359584,4.554851,-3.037558,5.142785,2.955582
9.091051,8.355789,4.551954,-3.037249,5.140299,2.955322
9.086908,8.351999,4.549056,-3.036940,5.137812,2.955061
9.082762,8.348213,4.546155,-3.036632,5.135326,2.954800
9.078613,8.344431,4.543252,-3.036323,5.132840,2.954538
9.074461,8.340654,4.540347,-3.036014,5.130354,2.954274
9.070307,8.336881,4.537440,-3.035705,5.127868,2.954011
9.066150,8.333113,4.534532,-3.035396,5.125382,2.953746
9.061992,8.329349,4.531622,-3.035087,5.122896,2.953481
9.057833,8.325590,4.528710,-3.034778,5.120410,2.953214
9.053673,8.321836,4.525796,-3.034469,5.117924,2.952948
9.049513,8.318086,4.522881,-3.034159,5.115439,2.952680
9.045352,8.314341,4.519965,-3.033850,5.112953,2.952411
9.041191,8.310601,4.517047,-3.033541,5.110468,2.952142
9.037031,8.306866,4.514129,-3.033231,5.107982,2.951872
9.032872,8.303136,4.511209,-3.032922,5.105497,2.951601
9.028715,8.299411,4.508288,-3.032613,5.103012,2.951330
9.024559,8.295691,4.505366,-3.032303,5.100527,2.951058
9.020405,8.291976,4.502443,-3.031993,5.098042,2.950785
9.016254,8.288266,4.499519,-3.031684,5.095557,2.950511
9.012105,8.284561,4.496595,-3.031374,5.093072,2.950236
9.007960,8.280862,4.493670,-3.031064,5.090587,2.949961
9.003818,8.277167,4.490744,-3.030754,5.088102,2.949685
8.999680,8.273479,4.487818,-3.030445,5.085618,2.949408
8.995546,8.269795,4.484891,-3.030135,5.083133,2.949130
8.991418,8.266117,4.481964,-3.029825,5.080649,2.948852
8.987294,8.262444,4.479037,-3.029515,5.078164,2.948572
8.983176,8.258777,4.476109,-3.029205,5.075680,2.948292
8.979063,8.255115,4.473182,-3.028894,5.073196,2.948012
8.974957,8.251459,4.470254,-3.028584,5.070712,2.947730
8.970858,8.247808,4.467326,-3.028274,5.068228,2.947448
8.966765,8.244164,4.464398,-3.027964,5.065744,2.947165
8.962680,8.240524,4.461470,-3.027653,5.063260,2.946881
8.958603,8.236891,4.458542,-3.027343,5.060776,2.946596
8.954533,8.233263,4.455615,-3.027032,5.058293,2.946311
8.950472,8.229640,4.452688,-3.026722,5.055809,2.946025
8.946420,8.226024,4.449761,-3.026411,5.053326,2.945738
8.942378,8.222414,4.446834,-3.026101,5.050842,2.945450
8.938344,8.218809,4.443908,-3.025790,5.048359,2.945162
8.934321,8.215210,4.440982,-3.025479,5.045876,2.944872
8.930308,8.211617,4.438057,-3.025168,5.043393,2.944582
8.926306,8.208030,4.435132,-3.024857,5.040910,2.944291
8.922315,8.204448,4.432208,-3.024546,5.038427,2.944000
8.918335,8.200873,4.429285,-3.024235,5.035944,2.943708
8.914367,8.197304,4.426363,-3.023924,5.033461,2.943414
8.910411,8.193741,4.423441,-3.023613,5.030978,2.943121
8.906468,8.190183,4.420520,-3.023302,5.028496,2.942826
8.902538,8.186632,4.417600,-3.022991,5.026013,2.942531
8.898620,8.183087,4.414681,-3.022679,5.023531,2.942234
8.894717,8.179548,4.411763,-3.022368,5.021049,2.941937
8.890827,8.176014,4.408845,-3.022057,5.018566,2.941640
8.886952,8.172487,4.405929,-3.021745,5.016084,2.941341
8.883091,8.168966,4.403015,-3.021434,5.013602,2.941042
8.879245,8.165451,4.400101,-3.021122,5.011120,2.940742
8.875414,8.161943,4.397188,-3.020810,5.008638,2.940441
8.871599,8.158440,4.394277,-3.020499,5.006157,2.940139
8.867800,8.154944,4.391367,-3.020187,5.003675,2.939837
8.864018,8.151454,4.388457,-3.019875,5.001194,2.939534
8.860252,8.147971,4.385550,-3.019563,4.998712,2.939230
8.856503,8.144494,4.382643,-3.019251,4.996231,2.938925
8.852771,8.141024,4.379737,-3.018939,4.993749,2.938620
8.849057,8.137560,4.376833,-3.018627,4.991268,2.938313
8.845361,8.134104,4.373929,-3.018315,4.988787,2.938006
8.841684,8.130654,4.371027,-3.018003,4.986306,2.937699
8.838025,8.127211,4.368126,-3.017690,4.983825,2.937390
8.834385,8.123775,4.365226,-3.017378,4.981345,2.937081
8.830764,8.120345,4.362328,-3.017066,4.978864,2.936771
8.827163,8.116923,4.359430,-3.016753,4.976383,2.936460
8.823582,8.113508,4.356534,-3.016441,4.973903,2.936148
8.820021,8.110100,4.353638,-3.016128,4.971422,2.935836
8.816481,8.106699,4.350744,-3.015816,4.968942,2.935522
8.812961,8.103306,4.347851,-3.015503,4.966462,2.935208
8.809463,8.099920,4.344959,-3.015190,4.963982,2.934893
8.805986,8.096540,4.342068,-3.014877,4.961502,2.934578
8.802531,8.093169,4.339179,-3.014564,4.959022,2.934262
8.799098,8.089804,4.336290,-3.014251,4.956542,2.933945
8.795688,8.086447,4.333403,-3.013938,4.954062,2.933627
8.792300,8.083097,4.330517,-3.013625,4.951583,2.933308
8.788936,8.079755,4.327632,-3.013312,4.949103,2.932989
8.785594,8.076420,4.324748,-3.012999,4.946624,2.932668
8.782276,8.073093,4.321865,-3.012686,4.944144,2.932347
8.778982,8.069773,4.318983,-3.012372,4.941665,2.932026
8.775713,8.066461,4.316103,-3.012059,4.939186,2.931703
8.772467,8.063156,4.313224,-3.011745,4.936707,2.931380
8.769247,8.059858,4.310346,-3.011432,4.934228,2.931056
8.766051,8.056568,4.307469,-3.011118,4.931749,2.930731
8.762881,8.053286,4.304593,-3.010805,4.929271,2.930405
8.759736,8.050011,4.301719,-3.010491,4.926792,2.930079
8.756617,8.046744,4.298846,-3.010177,4.924314,2.929751
8.753524,8.043484,4.295974,-3.009863,4.921835,2.929423
8.750457,8.040232,4.293103,-3.009549,4.919357,2.929095
8.747417,8.036987,4.290234,-3.009235,4.916879,2.928765
8.744404,8.033750,4.287366,-3.008921,4.914401,2.928435
8.741418,8.030520,4.284499,-3.008607,4.911923,2.928104
8.738459,8.027298,4.281634,-3.008293,4.909445,2.927772
8.735528,8.024084,4.278770,-3.007978,4.906967,2.927439
8.732624,8.020877,4.275908,-3.007664,4.904489,2.927106
8.729749,8.017677,4.273046,-3.007350,4.902012,2.926772
8.726902,8.014485,4.270187,-3.007035,4.899534,2.926437
8.724083,8.011300,4.267329,-3.006721,4.897057,2.926101
8.721293,8.008123,4.264472,-3.006406,4.894580,2.925764
8.718532,8.004953,4.261617,-3.006091,4.892103,2.925427
8.715801,8.001790,4.258763,-3.005777,4.889626,2.925089
8.713098,7.998635,4.255911,-3.005462,4.887149,2.924750
8.710426,7.995488,4.253061,-3.005147,4.884672,2.924410
8.707783,7.992347,4.250213,-3.004832,4.882195,2.924070
8.705170,7.989214,4.247366,-3.004517,4.879719,2.923729
8.702588,7.986088,4.244521,-3.004202,4.877242,2.923387
8.700035,7.982969,4.241677,-3.003887,4.874766,2.923044
8.697514,7.979858,4.238836,-3.003571,4.872289,2.922700
8.695023,7.976754,4.235996,-3.003256,4.869813,2.922356
8.692564,7.973657,4.233159,-3.002941,4.867337,2.922011
8.690135,7.970567,4.230323,-3.002625,4.864861,2.921665
8.687738,7.967484,4.227489,-3.002310,4.862385,2.921318
8.685373,7.964408,4.224658,-3.001994,4.859910,2.920971
8.683039,7.961339,4.221828,-3.001679,4.857434,2.920622
8.680738,7.958277,4.219001,-3.001363,4.854959,2.920273
8.678468,7.955222,4.216176,-3.001047,4.852483,2.919924
8.676230,7.952173,4.213354,-3.000731,4.850008,2.919573
8.674025,7.949132,4.210534,-3.000415,4.847533,2.919222
8.671853,7.946097,4.207716,-3.000099,4.845058,2.918869
8.669713,7.943069,4.204900,-2.999783,4.842583,2.918517
8.667607,7.940048,4.202088,-2.999467,4.840108,2.918163
